Gene stable ID	Gene name	Chromosome/scaffold name
ENSMUSG00000069208	Zfp825	13
ENSMUSG00000082501	Gm11835	4
ENSMUSG00000115412	AC154727.1	14
ENSMUSG00000103138	Gm2238	18
ENSMUSG00000084215	Gm11814	4
ENSMUSG00000021916	Glt8d1	14
ENSMUSG00000097926	Gm26575	18
ENSMUSG00000113019	CT009718.1	13
ENSMUSG00000090078	Gm16147	18
ENSMUSG00000043549	Fam90a1b	X
ENSMUSG00000026618	Iars2	1
ENSMUSG00000104152	Ighv10-4	12
ENSMUSG00000113660	Gm5626	13
ENSMUSG00000115342	AC107369.2	15
ENSMUSG00000113047	CT009718.2	13
ENSMUSG00000022814	Umps	16
ENSMUSG00000110439	Gm21320	4
ENSMUSG00000092367	Gm20479	7
ENSMUSG00000111655	4930434F21Rik	9
ENSMUSG00000031495	Cd209d	8
ENSMUSG00000085858	Gm15831	5
ENSMUSG00000098130	Gm17797	6
ENSMUSG00000011751	Sptbn4	7
ENSMUSG00000111468	5033425B01Rik	9
ENSMUSG00000103026	Gm31326	9
ENSMUSG00000041115	Iqsec2	X
ENSMUSG00000022097	Sftpc	14
ENSMUSG00000101648	Gm29388	9
ENSMUSG00000104282	Gm37460	9
ENSMUSG00000100306	Gm29362	12
ENSMUSG00000030020	Prickle2	6
ENSMUSG00000057710	9630041A04Rik	9
ENSMUSG00000021039	Snw1	12
ENSMUSG00000040987	Mill2	7
ENSMUSG00000041849	Card6	15
ENSMUSG00000027371	Fahd2a	2
ENSMUSG00000102702	Gm37260	9
ENSMUSG00000001525	Tubb5	17
ENSMUSG00000096144	B020004C17Rik	14
ENSMUSG00000086083	Gm15829	16
ENSMUSG00000114910	AC134860.6	13
ENSMUSG00000094948	Gm21286	4
ENSMUSG00000105066	Iglj4	16
ENSMUSG00000056413	Adap1	5
ENSMUSG00000080986	Olfr1081-ps1	2
ENSMUSG00000096652	Mup-ps9	4
ENSMUSG00000110323	Olfr1345-ps1	7
ENSMUSG00000050423	Ppp1r3g	13
ENSMUSG00000096717	Vmn2r98	17
ENSMUSG00000115093	AC107369.1	15
ENSMUSG00000033595	Lgi3	14
ENSMUSG00000028114	Mettl14	3
ENSMUSG00000005540	Fcer2a	8
ENSMUSG00000042737	Dpm3	3
ENSMUSG00000114647	AC134860.4	13
ENSMUSG00000056018	Ccdc7b	8
ENSMUSG00000037916	Ndufv1	19
ENSMUSG00000114570	AC154262.1	14
ENSMUSG00000047497	Adamts12	15
ENSMUSG00000089680	Gm15722	15
ENSMUSG00000026694	Mettl13	1
ENSMUSG00000026085	Lyg1	1
ENSMUSG00000113279	CT009718.4	13
ENSMUSG00000109491	Gm15396	7
ENSMUSG00000106783	Chaer1	5
ENSMUSG00000002204	Napsa	7
ENSMUSG00000026435	Slc45a3	1
ENSMUSG00000004393	Ddx56	11
ENSMUSG00000110674	Gm45892	8
ENSMUSG00000082084	Usp17le-ps	7
ENSMUSG00000009115	Spatc1l	10
ENSMUSG00000098506	Phf20-ps	7
ENSMUSG00000089873	Mup13	4
ENSMUSG00000073922	Olfr659	7
ENSMUSG00000043529	Olfr266	3
ENSMUSG00000087374	Gm15457	1
ENSMUSG00000081694	Olfr660-ps1	7
ENSMUSG00000104309	Gm5846	3
ENSMUSG00000026771	Spopl	2
ENSMUSG00000085468	Gm15343	10
ENSMUSG00000111694	AC122395.1	9
ENSMUSG00000104437	Gm37424	3
ENSMUSG00000089842	Pitpnm2os2	5
ENSMUSG00000110892	Gm18585	9
ENSMUSG00000097974	Gm10605	7
ENSMUSG00000021384	Susd3	13
ENSMUSG00000113204	Gm46430	13
ENSMUSG00000020562	Efcab10	12
ENSMUSG00000096606	Tpbgl	7
ENSMUSG00000034799	Unc13a	8
ENSMUSG00000100037	Gm29103	1
ENSMUSG00000070577	Gm572	4
ENSMUSG00000045438	Cox19	5
ENSMUSG00000064158	Izumo1	7
ENSMUSG00000082173	Mup-ps10	4
ENSMUSG00000089764	Gm16580	17
ENSMUSG00000099056	Gtpbp4-ps3	7
ENSMUSG00000099087	Ranbp2-ps5	7
ENSMUSG00000024188	Luc7l	17
ENSMUSG00000110745	Gm8106	9
ENSMUSG00000053030	Spink2	5
ENSMUSG00000000555	Itga5	15
ENSMUSG00000022212	Cpne6	14
ENSMUSG00000080959	Gm2003	X
ENSMUSG00000102324	Gm19721	9
ENSMUSG00000087273	Gm13203	4
ENSMUSG00000032562	Gnai2	9
ENSMUSG00000079415	Cntf	19
ENSMUSG00000048620	Olfr1336	7
ENSMUSG00000093567	Obox4-ps8	7
ENSMUSG00000024695	Zfp91	19
ENSMUSG00000021917	Spcs1	14
ENSMUSG00000110357	A030001D20Rik	7
ENSMUSG00000109998	Gm45437	7
ENSMUSG00000030329	Pianp	6
ENSMUSG00000054459	Vsnl1	12
ENSMUSG00000044562	Rasip1	7
ENSMUSG00000029541	Cyp2w1	5
ENSMUSG00000044162	Tnip3	6
ENSMUSG00000024170	Telo2	17
ENSMUSG00000114613	AC159188.2	13
ENSMUSG00000073920	Olfr661	7
ENSMUSG00000082486	Gm11919	4
ENSMUSG00000082058	Gm11923	4
ENSMUSG00000080771	Gm11925	4
ENSMUSG00000109821	Gm6593	7
ENSMUSG00000021732	Fgf10	13
ENSMUSG00000087180	Gm11924	4
ENSMUSG00000109832	Olfr662-ps1	7
ENSMUSG00000086670	Gm13194	2
ENSMUSG00000032988	Slc16a8	15
ENSMUSG00000109806	Olfr663	7
ENSMUSG00000103498	Gm18984	1
ENSMUSG00000085522	4930556G01Rik	4
ENSMUSG00000054938	Olfr1346	7
ENSMUSG00000082949	Gm11920	4
ENSMUSG00000102329	Gm10851	2
ENSMUSG00000103067	Gm30414	1
ENSMUSG00000082254	Gm11922	4
ENSMUSG00000103667	Ighv1-8	12
ENSMUSG00000102376	Gm37975	2
ENSMUSG00000026872	Zeb2	2
ENSMUSG00000083225	Gm15215	X
ENSMUSG00000082795	Gm13193	2
ENSMUSG00000082598	Gm15212	X
ENSMUSG00000062082	Cd200r4	16
ENSMUSG00000081361	Gm11813	4
ENSMUSG00000102320	Gm37791	1
ENSMUSG00000086080	1700123O12Rik	4
ENSMUSG00000082970	Gm15214	X
ENSMUSG00000069188	Gm13192	2
ENSMUSG00000086709	Gm16263	13
ENSMUSG00000093533	Vmn2r-ps119	17
ENSMUSG00000027215	Cd82	2
ENSMUSG00000111839	Gm39383	9
ENSMUSG00000044197	Gpr146	5
ENSMUSG00000082618	Gm14852	X
ENSMUSG00000000579	Dynlt1c	17
ENSMUSG00000080778	Gm7199	X
ENSMUSG00000046694	Fam46b	4
ENSMUSG00000100054	Gm28202	Y
ENSMUSG00000081519	Gm13331	2
ENSMUSG00000050812	AI314180	4
ENSMUSG00000099188	Gm27248	9
ENSMUSG00000047989	Ino80c	18
ENSMUSG00000104975	Iglj2	16
ENSMUSG00000081289	Gm14857	X
ENSMUSG00000085139	A730046J19Rik	X
ENSMUSG00000110851	AC155813.1	9
ENSMUSG00000083230	Gm14158	2
ENSMUSG00000086455	Gm11815	4
ENSMUSG00000076937	Iglc2	16
ENSMUSG00000113887	Gm35619	13
ENSMUSG00000021245	Mlh3	12
ENSMUSG00000087597	Gm15345	18
ENSMUSG00000105102	Gm35507	3
ENSMUSG00000031931	Ankrd49	9
ENSMUSG00000028862	Map3k6	4
ENSMUSG00000023973	Cnpy3	17
ENSMUSG00000032656	March3	18
ENSMUSG00000086850	Gm13257	4
ENSMUSG00000048582	Gja3	14
ENSMUSG00000071646	Mta2	19
ENSMUSG00000104226	Gm7470	1
ENSMUSG00000015112	Slc25a13	6
ENSMUSG00000038150	Ormdl3	11
ENSMUSG00000020368	Canx	11
ENSMUSG00000044092	C130050O18Rik	5
ENSMUSG00000113566	Gm40977	13
ENSMUSG00000050276	Mrgprg	7
ENSMUSG00000103903	Rps2-ps2	1
ENSMUSG00000114815	AC154262.2	14
ENSMUSG00000113014	Selenok-ps8	13
ENSMUSG00000027167	Elp4	2
ENSMUSG00000074868	Gm6478	13
ENSMUSG00000111689	Olfr1082	2
ENSMUSG00000113836	AC124426.1	13
ENSMUSG00000019433	Gipc1	8
ENSMUSG00000106289	Trav23	14
ENSMUSG00000053647	Gper1	5
ENSMUSG00000026668	Ucma	2
ENSMUSG00000094237	AF067063	13
ENSMUSG00000111817	CT030247.1	9
ENSMUSG00000105823	Trdv3	14
ENSMUSG00000074681	Defb23	2
ENSMUSG00000031928	Mre11a	9
ENSMUSG00000105128	Gm42870	16
ENSMUSG00000114036	AC124426.2	13
ENSMUSG00000104927	Gm43388	16
ENSMUSG00000073771	Btbd19	4
ENSMUSG00000113504	Selenok-ps5	13
ENSMUSG00000068824	Olfr1083-ps	2
ENSMUSG00000041361	Myzap	9
ENSMUSG00000100207	Gm28203	Y
ENSMUSG00000086258	Gm15239	X
ENSMUSG00000110804	Olfr1084	2
ENSMUSG00000085012	Gm15492	6
ENSMUSG00000025742	Prps2	X
ENSMUSG00000093776	Vmn2r-ps120	17
ENSMUSG00000053553	3110082I17Rik	5
ENSMUSG00000112094	AC160112.1	12
ENSMUSG00000076939	Iglv3	16
ENSMUSG00000028772	Zcchc17	4
ENSMUSG00000025921	Rdh10	1
ENSMUSG00000114774	AC154576.2	14
ENSMUSG00000028672	Hmgcl	4
ENSMUSG00000046352	Gjb2	14
ENSMUSG00000108364	Gm38997	7
ENSMUSG00000016831	Tox4	14
ENSMUSG00000087531	Gm15606	9
ENSMUSG00000083814	Gm5133	X
ENSMUSG00000084899	Gm15344	10
ENSMUSG00000110741	AC166352.1	9
ENSMUSG00000048312	Gm4884	7
ENSMUSG00000038765	Lmx1b	2
ENSMUSG00000020048	Hsp90b1	10
ENSMUSG00000062257	Opcml	9
ENSMUSG00000082641	Rpl30-ps5	2
ENSMUSG00000075176	Olfr1085	2
ENSMUSG00000053581	Zfand2a	5
ENSMUSG00000016255	Tubb1	2
ENSMUSG00000107034	Gm19060	5
ENSMUSG00000105160	A530030E21Rik	16
ENSMUSG00000076870	Trdj1	14
ENSMUSG00000096228	Olfr5	7
ENSMUSG00000076940	Iglv2	16
ENSMUSG00000076867	Trdv4	14
ENSMUSG00000084870	Gm13954	2
ENSMUSG00000096176	Trdd2	14
ENSMUSG00000051885	Olfr664	7
ENSMUSG00000097841	4930511A02Rik	12
ENSMUSG00000059981	Taok2	7
ENSMUSG00000096749	Trdd1	14
ENSMUSG00000089840	Gm4491	14
ENSMUSG00000021009	Ptpn21	12
ENSMUSG00000028773	Fabp3	4
ENSMUSG00000104658	Gm30275	14
ENSMUSG00000028600	Podn	4
ENSMUSG00000075175	Olfr1086	2
ENSMUSG00000100441	Gm7266	1
ENSMUSG00000090304	Vmn2r99	17
ENSMUSG00000086841	2410006H16Rik	11
ENSMUSG00000103557	Gm38216	1
ENSMUSG00000086766	Gm15969	4
ENSMUSG00000032199	Polr2m	9
ENSMUSG00000028977	Casz1	4
ENSMUSG00000038024	Dennd4c	4
ENSMUSG00000020561	Twistnb	12
ENSMUSG00000082689	Gm14156	2
ENSMUSG00000056952	Tatdn2	6
ENSMUSG00000111766	AC166992.1	9
ENSMUSG00000050742	Olfr164	16
ENSMUSG00000034583	Olfr1347	7
ENSMUSG00000086545	Lrrc3c	11
ENSMUSG00000111609	Gm6713	10
ENSMUSG00000022160	Mettl3	14
ENSMUSG00000099216	Obox8	7
ENSMUSG00000111435	AC123842.1	10
ENSMUSG00000065987	Cd209b	8
ENSMUSG00000049560	Defb20	2
ENSMUSG00000113568	Gm46369	12
ENSMUSG00000114868	AC163743.1	13
ENSMUSG00000104403	Gm38011	2
ENSMUSG00000114736	AC154241.1	13
ENSMUSG00000009013	Dynll1	5
ENSMUSG00000040055	Gjb6	14
ENSMUSG00000102731	Gm38261	3
ENSMUSG00000112479	Gm21026	10
ENSMUSG00000112451	Gm6714	10
ENSMUSG00000019066	Rab3d	9
ENSMUSG00000032306	Mpi	9
ENSMUSG00000078134	Gm12355	11
ENSMUSG00000115620	CAAA01119292.1	15
ENSMUSG00000103249	Gm38088	3
ENSMUSG00000031171	Ftsj1	X
ENSMUSG00000108416	Gm44924	7
ENSMUSG00000037296	Lsm1	8
ENSMUSG00000002015	Bcap31	X
ENSMUSG00000098509	Rgs21	1
ENSMUSG00000106056	4930500L23Rik	5
ENSMUSG00000082596	Gm14227	2
ENSMUSG00000115756	AC164437.5	14
ENSMUSG00000037148	Arhgap10	8
ENSMUSG00000029546	Uncx	5
ENSMUSG00000027598	Itch	2
ENSMUSG00000087547	Platr27	2
ENSMUSG00000092137	Gcom1	9
ENSMUSG00000075174	Olfr1087	2
ENSMUSG00000030083	Abtb1	6
ENSMUSG00000115316	AC164437.1	14
ENSMUSG00000098040	Gm20757	10
ENSMUSG00000032112	Trappc4	9
ENSMUSG00000111776	AC151843.1	10
ENSMUSG00000036339	Tmem260	14
ENSMUSG00000111104	Gm8512	10
ENSMUSG00000022296	Baalc	15
ENSMUSG00000104637	Gm42424	5
ENSMUSG00000098782	Mrps36-ps3	7
ENSMUSG00000085170	Lrrc75aos1	11
ENSMUSG00000107673	Crs-ps	7
ENSMUSG00000086148	Gm15271	10
ENSMUSG00000082121	Gm8199	X
ENSMUSG00000085762	Lrrc75aos2	11
ENSMUSG00000027649	Ctnnbl1	2
ENSMUSG00000037487	Ubr5	15
ENSMUSG00000114994	AC164883.2	15
ENSMUSG00000114606	AC154576.1	14
ENSMUSG00000046417	Lrrc75a	11
ENSMUSG00000104134	Gm2328	3
ENSMUSG00000028603	Scp2	4
ENSMUSG00000103568	Gm29741	3
ENSMUSG00000036718	Micall2	5
ENSMUSG00000114424	CT009536.1	14
ENSMUSG00000110318	Gm2767	8
ENSMUSG00000021302	Ggps1	13
ENSMUSG00000038206	Fbxo8	8
ENSMUSG00000034807	Colgalt1	8
ENSMUSG00000018677	Slc25a39	11
ENSMUSG00000026966	Ssna1	2
ENSMUSG00000039617	Gm7488	3
ENSMUSG00000073835	Mup-ps12	4
ENSMUSG00000114880	AC163638.2	14
ENSMUSG00000087681	Gm13565	2
ENSMUSG00000091079	Gm17105	14
ENSMUSG00000087518	Gm13561	2
ENSMUSG00000078675	Mup16	4
ENSMUSG00000009927	Rps25	9
ENSMUSG00000085272	Sbk3	7
ENSMUSG00000087422	Gm13564	2
ENSMUSG00000101932	Gm10074	17
ENSMUSG00000035000	Dpp4	2
ENSMUSG00000027714	Exosc9	3
ENSMUSG00000032274	Cyp19a1	9
ENSMUSG00000106051	Gm43160	3
ENSMUSG00000024663	Rab3il1	19
ENSMUSG00000101897	Gm29137	3
ENSMUSG00000074182	Znhit6	3
ENSMUSG00000106085	Gm43675	3
ENSMUSG00000029249	Rest	5
ENSMUSG00000082969	Gm12630	4
ENSMUSG00000097412	1810014B01Rik	10
ENSMUSG00000085666	Gm9855	10
ENSMUSG00000115070	AC164883.3	15
ENSMUSG00000034055	Phka1	X
ENSMUSG00000043073	Usp17le	7
ENSMUSG00000051550	Zfp579	7
ENSMUSG00000096674	Mup15	4
ENSMUSG00000037892	Pcdh18	3
ENSMUSG00000079508	Apoo	X
ENSMUSG00000092428	Gm20545	17
ENSMUSG00000048756	Foxo3	10
ENSMUSG00000095978	Mup-ps11	4
ENSMUSG00000031791	Tmem38a	8
ENSMUSG00000109421	Gm44998	7
ENSMUSG00000073830	Mup14	4
ENSMUSG00000095514	D13Ertd608e	13
ENSMUSG00000030611	Mrps11	7
ENSMUSG00000048965	Mrgpre	7
ENSMUSG00000001155	Ftcd	10
ENSMUSG00000110794	4930401A07Rik	10
ENSMUSG00000086022	Rad51ap2	12
ENSMUSG00000072663	Spef2	15
ENSMUSG00000110401	Gm5740	8
ENSMUSG00000086368	Gm13830	5
ENSMUSG00000103877	Gm21358	13
ENSMUSG00000086229	Gm4887	7
ENSMUSG00000104162	Gm37619	13
ENSMUSG00000113775	CT025604.1	13
ENSMUSG00000093627	Vmn2r-ps121	17
ENSMUSG00000113787	CT009765.2	12
ENSMUSG00000105868	Gm43766	14
ENSMUSG00000056596	Trnp1	4
ENSMUSG00000111604	Gm18043	10
ENSMUSG00000062369	Usp17lb	7
ENSMUSG00000083603	Gm14810	X
ENSMUSG00000022159	Rab2b	14
ENSMUSG00000104165	Gm38249	1
ENSMUSG00000111759	Gm4800	10
ENSMUSG00000036594	H2-Aa	17
ENSMUSG00000031980	Agt	8
ENSMUSG00000101756	Gm29402	17
ENSMUSG00000111121	AC122372.1	10
ENSMUSG00000091859	Vmn2r100	17
ENSMUSG00000111470	Gm31822	10
ENSMUSG00000071235	Vrtn	12
ENSMUSG00000096688	Mup17	4
ENSMUSG00000096284	Tcstv1	13
ENSMUSG00000023263	9530002B09Rik	4
ENSMUSG00000029538	Srsf9	5
ENSMUSG00000107934	Gm17822	6
ENSMUSG00000097875	Gm26704	15
ENSMUSG00000037946	Fgd3	13
ENSMUSG00000092612	Gm18604	17
ENSMUSG00000022297	Fzd6	15
ENSMUSG00000092363	Gm20391	17
ENSMUSG00000084082	Gm12872	4
ENSMUSG00000103870	Gm38362	3
ENSMUSG00000030612	Mrpl46	7
ENSMUSG00000102460	Gm38197	3
ENSMUSG00000084219	Gm14876	X
ENSMUSG00000027468	Defb22	2
ENSMUSG00000092317	Gm6633	17
ENSMUSG00000104079	Gm37024	3
ENSMUSG00000092392	Gm20546	17
ENSMUSG00000058427	Cxcl2	5
ENSMUSG00000095532	Mup-ps13	4
ENSMUSG00000104486	Gm38066	3
ENSMUSG00000092502	Gm4252	17
ENSMUSG00000103738	Gm37652	3
ENSMUSG00000069074	Gm10258	3
ENSMUSG00000029346	Srrd	5
ENSMUSG00000083196	Gm15272	10
ENSMUSG00000092619	Gm20438	7
ENSMUSG00000074343	Gldnos	9
ENSMUSG00000064224	Gsdma3	11
ENSMUSG00000046167	Gldn	9
ENSMUSG00000110258	Gm45406	8
ENSMUSG00000025234	Arih1	9
ENSMUSG00000058254	Tspan7	X
ENSMUSG00000108536	Gm45059	7
ENSMUSG00000097882	0610038B21Rik	8
ENSMUSG00000018697	Aatf	11
ENSMUSG00000081259	Gm6893	10
ENSMUSG00000109873	Gm45407	8
ENSMUSG00000019997	Ctgf	10
ENSMUSG00000056145	AI504432	3
ENSMUSG00000110410	4933421D24Rik	8
ENSMUSG00000102286	Gm37004	2
ENSMUSG00000083494	Gm12873	4
ENSMUSG00000028273	Pdlim5	3
ENSMUSG00000109732	Gm45285	8
ENSMUSG00000080984	Gm14469	2
ENSMUSG00000083950	Gm14466	2
ENSMUSG00000050179	A930002I21Rik	3
ENSMUSG00000020553	Pctp	11
ENSMUSG00000034773	BC030867	11
ENSMUSG00000028436	Dcaf12	4
ENSMUSG00000052248	Zeb2os	2
ENSMUSG00000098108	Gm27008	3
ENSMUSG00000025920	Stau2	1
ENSMUSG00000110952	Gm18226	9
ENSMUSG00000026983	Il1f5	2
ENSMUSG00000111853	Gm31408	9
ENSMUSG00000086606	Gm13205	4
ENSMUSG00000029547	Ints1	5
ENSMUSG00000016252	Atp5e	2
ENSMUSG00000047959	Kcna3	3
ENSMUSG00000087400	Gm15270	10
ENSMUSG00000036500	Akp3	1
ENSMUSG00000107218	Gm42530	5
ENSMUSG00000084361	Gm8202	X
ENSMUSG00000113317	AC159641.1	12
ENSMUSG00000058407	Txndc9	1
ENSMUSG00000071234	Syndig1l	12
ENSMUSG00000074680	Defb26	2
ENSMUSG00000081897	Gm15067	X
ENSMUSG00000102082	Gm28675	2
ENSMUSG00000098463	Cphx2	14
ENSMUSG00000029345	Tfip11	5
ENSMUSG00000081400	Gm13680	2
ENSMUSG00000083200	Gm15066	X
ENSMUSG00000083291	Gm13679	2
ENSMUSG00000074679	Defb28	2
ENSMUSG00000027715	Ccna2	3
ENSMUSG00000083691	Gm14465	2
ENSMUSG00000049643	2310022A10Rik	7
ENSMUSG00000094817	Cphx3	14
ENSMUSG00000080925	Gm13682	2
ENSMUSG00000033589	Reep4	14
ENSMUSG00000110638	Gm45887	8
ENSMUSG00000020744	Slc25a19	11
ENSMUSG00000083389	Gm13681	2
ENSMUSG00000110551	Gm45750	8
ENSMUSG00000084889	Gm12148	11
ENSMUSG00000114519	AC161252.2	13
ENSMUSG00000021696	Elovl7	13
ENSMUSG00000040724	Kcna2	3
ENSMUSG00000072675	Duxbl2	14
ENSMUSG00000024446	Rpp21	17
ENSMUSG00000073607	Gm10548	18
ENSMUSG00000005871	Apc	18
ENSMUSG00000040473	Cfap69	5
ENSMUSG00000050158	Olfr165	16
ENSMUSG00000033578	Tmem35a	X
ENSMUSG00000028163	Nfkb1	3
ENSMUSG00000075025	Gm10804	2
ENSMUSG00000110953	Olfr1088-ps1	2
ENSMUSG00000104959	Gm18131	13
ENSMUSG00000019988	Nedd1	10
ENSMUSG00000114507	AC161252.1	13
ENSMUSG00000026357	Rgs18	1
ENSMUSG00000044249	Defb29	2
ENSMUSG00000115725	AC164437.4	14
ENSMUSG00000043468	Adam30	3
ENSMUSG00000093707	Obox4-ps9	7
ENSMUSG00000021282	Eif5	12
ENSMUSG00000106486	Gm9771	3
ENSMUSG00000027953	Slc50a1	3
ENSMUSG00000084935	Gm14161	2
ENSMUSG00000076688	Ighv15-2	12
ENSMUSG00000027876	Reg4	3
ENSMUSG00000062859	Tcp11	17
ENSMUSG00000056544	Defb21	2
ENSMUSG00000094694	Ighv1-9	12
ENSMUSG00000109559	Gm34280	7
ENSMUSG00000031214	Ophn1	X
ENSMUSG00000030701	Plekhb1	7
ENSMUSG00000085095	Gm15635	7
ENSMUSG00000099936	Gm28867	1
ENSMUSG00000037325	Bbs7	3
ENSMUSG00000090516	Rps11-ps1	9
ENSMUSG00000102502	Ighv1-10	12
ENSMUSG00000100732	Topbp1-ps2	7
ENSMUSG00000108661	Gm45172	7
ENSMUSG00000114189	9330199G10Rik	13
ENSMUSG00000021867	Tmem254b	14
ENSMUSG00000030737	Slco2b1	7
ENSMUSG00000099839	Gm29374	1
ENSMUSG00000107900	Gm5723	6
ENSMUSG00000074088	Snrnp40	4
ENSMUSG00000031364	Grpr	X
ENSMUSG00000104842	Gm42821	3
ENSMUSG00000063176	Olfr955	9
ENSMUSG00000096175	Gm21761	13
ENSMUSG00000021583	Erap1	13
ENSMUSG00000101579	Gm21181	13
ENSMUSG00000111711	Olfr1089	2
ENSMUSG00000112886	Gm18339	12
ENSMUSG00000026247	Ecel1	1
ENSMUSG00000114530	CT010506.2	14
ENSMUSG00000030413	Pglyrp1	7
ENSMUSG00000114754	CT010506.3	14
ENSMUSG00000111774	AC166078.1	9
ENSMUSG00000022477	Aco2	15
ENSMUSG00000056822	Olfr166	16
ENSMUSG00000082345	Gm13622	2
ENSMUSG00000031090	Nadsyn1	7
ENSMUSG00000042133	Ppig	2
ENSMUSG00000098524	Gm19015	14
ENSMUSG00000024811	Tnks2	19
ENSMUSG00000031539	Ap3m2	8
ENSMUSG00000098369	Gm2274	14
ENSMUSG00000016257	Prelid3b	2
ENSMUSG00000030636	1700010L04Rik	7
ENSMUSG00000036412	Arsi	18
ENSMUSG00000017211	Gsdma2	11
ENSMUSG00000072674	Plac9b	14
ENSMUSG00000111153	Gm18820	9
ENSMUSG00000109383	Gm36584	7
ENSMUSG00000102705	4632432E15Rik	3
ENSMUSG00000083015	Gm16518	11
ENSMUSG00000028284	Map3k7	4
ENSMUSG00000104434	Gm37421	3
ENSMUSG00000025216	Lbx1	19
ENSMUSG00000102834	1700029B24Rik	3
ENSMUSG00000075172	Olfr1090	2
ENSMUSG00000031574	Star	8
ENSMUSG00000106460	Gm17935	3
ENSMUSG00000110381	Gm34370	8
ENSMUSG00000061607	Mdc1	17
ENSMUSG00000111740	AC122335.2	10
ENSMUSG00000039449	Prpf18	2
ENSMUSG00000111432	AC122335.1	10
ENSMUSG00000110406	4930470O06Rik	8
ENSMUSG00000114952	CT010506.4	14
ENSMUSG00000109966	Gm34623	8
ENSMUSG00000114321	CT010506.1	14
ENSMUSG00000100618	Gm29595	19
ENSMUSG00000021947	Cryl1	14
ENSMUSG00000080158	Gm14385	2
ENSMUSG00000082353	Vmn1r-ps1	2
ENSMUSG00000028671	Gale	4
ENSMUSG00000050600	Zfp831	2
ENSMUSG00000025453	Nnt	13
ENSMUSG00000057228	Aadat	8
ENSMUSG00000016918	Sulf1	1
ENSMUSG00000102950	Gm37018	1
ENSMUSG00000026171	Rnf25	1
ENSMUSG00000085521	4930526A20Rik	17
ENSMUSG00000105551	Gm43199	5
ENSMUSG00000100107	Gm28567	Y
ENSMUSG00000083902	Gm15975	5
ENSMUSG00000098590	Gm1113	9
ENSMUSG00000030378	Sult2a8	7
ENSMUSG00000100142	Gm21340	Y
ENSMUSG00000110853	AC161245.1	9
ENSMUSG00000106577	Gm31026	3
ENSMUSG00000110778	Gm8171	9
ENSMUSG00000103155	Gm8109	3
ENSMUSG00000113251	Gm18363	13
ENSMUSG00000019947	Arid5b	10
ENSMUSG00000105067	Gm18018	3
ENSMUSG00000050645	Defb19	2
ENSMUSG00000110813	Gm31497	9
ENSMUSG00000079025	Gsdmc	15
ENSMUSG00000081778	Gm6325	X
ENSMUSG00000071302	2610044O15Rik8	8
ENSMUSG00000032033	Barx2	9
ENSMUSG00000070942	Il1rl2	1
ENSMUSG00000027875	Hmgcs2	3
ENSMUSG00000114607	AC161252.3	13
ENSMUSG00000113015	Gm6296	13
ENSMUSG00000021585	Cast	13
ENSMUSG00000062124	Defb45	2
ENSMUSG00000087452	Gm11998	11
ENSMUSG00000002808	Epdr1	13
ENSMUSG00000090358	Gm2822	13
ENSMUSG00000108619	Gm44839	7
ENSMUSG00000038346	Zfp384	6
ENSMUSG00000102113	Gm28061	7
ENSMUSG00000000355	Mcts1	X
ENSMUSG00000108490	1700110I07Rik	7
ENSMUSG00000068180	AY512915	6
ENSMUSG00000078532	Nkain1	4
ENSMUSG00000020435	Osbp2	11
ENSMUSG00000020898	Ctc1	11
ENSMUSG00000062511	4930512M02Rik	11
ENSMUSG00000111493	Olfr1091-ps1	2
ENSMUSG00000034345	Gtf2h5	17
ENSMUSG00000101195	Gm9239	7
ENSMUSG00000105909	Gm43189	3
ENSMUSG00000045341	Olfr167	16
ENSMUSG00000092294	Gm18200	7
ENSMUSG00000036858	Ptcra	17
ENSMUSG00000100889	Gm28204	Y
ENSMUSG00000106149	Gm43430	3
ENSMUSG00000081408	Gm15047	X
ENSMUSG00000099607	Gm28205	Y
ENSMUSG00000044863	Defb36	2
ENSMUSG00000057706	Mex3b	7
ENSMUSG00000080949	Gm13683	2
ENSMUSG00000048148	Nwd1	8
ENSMUSG00000100242	Gm28206	Y
ENSMUSG00000090440	Gm9732	14
ENSMUSG00000093880	Tmem181c-ps	17
ENSMUSG00000037600	Kdf1	4
ENSMUSG00000103230	Gm17970	1
ENSMUSG00000082460	Gm13685	2
ENSMUSG00000089684	Gm14163	2
ENSMUSG00000111295	Olfr1092-ps1	2
ENSMUSG00000061361	Olfr168	16
ENSMUSG00000024298	Zfp871	17
ENSMUSG00000062846	Gm14176	2
ENSMUSG00000024639	Gnaq	19
ENSMUSG00000041841	Rpl37	15
ENSMUSG00000032101	Ddx25	9
ENSMUSG00000101049	Gm8856	1
ENSMUSG00000100280	Gm28417	1
ENSMUSG00000021697	Depdc1b	13
ENSMUSG00000000266	Mid2	X
ENSMUSG00000032839	Trpc1	9
ENSMUSG00000031262	Cenpi	X
ENSMUSG00000109106	4933430H16Rik	7
ENSMUSG00000026126	Ptpn18	1
ENSMUSG00000047969	Olfr1093	2
ENSMUSG00000030272	Camk1	6
ENSMUSG00000105935	Gm43628	5
ENSMUSG00000089894	Gm15524	12
ENSMUSG00000087326	Gm12503	4
ENSMUSG00000035472	Slc25a21	12
ENSMUSG00000029191	Rfc1	5
ENSMUSG00000106869	Gm42473	5
ENSMUSG00000107263	Gm42471	5
